"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.624317583E0,-2.225318909E1,-7.591850281E0,-4.632943726E1,5.195437779E1
6.634290583E0,-2.188392639E1,-7.560836792E0,-4.635241699E1,5.181330957E1
6.644264583E0,-2.187026215E1,-7.882621765E0,-4.619375610E1,5.171370413E1
6.654237583E0,-2.184275055E1,-8.260421753E0,-4.628518677E1,5.184263528E1
6.664210583E0,-2.165884399E1,-8.561035156E0,-4.648193359E1,5.199006633E1
6.674183583E0,-2.148579407E1,-8.568550110E0,-4.626336670E1,5.172386776E1
6.684156583E0,-2.144104004E1,-8.916603088E0,-4.646850586E1,5.194753166E1
6.694130583E0,-2.113513184E1,-9.097785950E0,-4.628408813E1,5.168829966E1
6.704103583E0,-2.104875183E1,-9.325508118E0,-4.651910400E1,5.190416258E1
6.714076583E0,-2.093974304E1,-9.491935730E0,-4.642202759E1,5.180322700E1
6.724049583E0,-2.104302216E1,-9.691238403E0,-4.631201172E1,5.178350425E1
6.734023583E0,-2.079064941E1,-1.000554657E1,-4.669430542E1,5.208378081E1
6.743996583E0,-2.092166138E1,-1.007783508E1,-4.628216553E1,5.178143992E1
6.753969583E0,-2.081345367E1,-1.033982086E1,-4.651354980E1,5.199636588E1
6.763942583E0,-2.054856110E1,-1.060302734E1,-4.671966553E1,5.212863607E1
6.773915583E0,-2.039736938E1,-1.084281158E1,-4.666812134E1,5.207238030E1
6.783889583E0,-2.025416565E1,-1.079579926E1,-4.685827637E1,5.217737605E1
6.793862583E0,-1.984148407E1,-1.108502197E1,-4.678750610E1,5.201569888E1
6.803835583E0,-1.986338806E1,-1.142985535E1,-4.679592896E1,5.210618721E1
6.813808583E0,-1.956816864E1,-1.164054108E1,-4.700268555E1,5.222707984E1
6.823786167E0,-1.986400604E1,-1.195407867E1,-4.677282715E1,5.220321918E1
6.833759167E0,-1.963737488E1,-1.200352478E1,-4.674371338E1,5.210264715E1
6.843732167E0,-1.927685547E1,-1.231694031E1,-4.681817627E1,5.210802054E1
6.853705167E0,-1.902109528E1,-1.233638763E1,-4.670489502E1,5.191662300E1
6.863678167E0,-1.926835632E1,-1.239208221E1,-4.670645142E1,5.202235924E1
6.873652167E0,-1.922400665E1,-1.263747406E1,-4.683001709E1,5.217584387E1
6.883625167E0,-1.924938965E1,-1.282152557E1,-4.708074951E1,5.245500447E1
6.893598167E0,-1.915547943E1,-1.293404388E1,-4.705093384E1,5.242148661E1
6.903571167E0,-1.903195190E1,-1.312283325E1,-4.691662598E1,5.230290373E1
6.913544167E0,-1.902033997E1,-1.317588043E1,-4.730865479E1,5.266389632E1
6.923518167E0,-1.899900818E1,-1.334520721E1,-4.671871948E1,5.216987270E1
6.933491167E0,-1.905234528E1,-1.334320831E1,-4.694418335E1,5.239073791E1
6.943464167E0,-1.894580841E1,-1.339087677E1,-4.678735352E1,5.222370808E1
6.953437167E0,-1.852182770E1,-1.378355408E1,-4.718627930E1,5.253179435E1
6.963411167E0,-1.843383789E1,-1.377870941E1,-4.705599976E1,5.238250018E1
6.973384167E0,-1.827021790E1,-1.426249695E1,-4.705740356E1,5.245587585E1
6.983357167E0,-1.844701385E1,-1.420652771E1,-4.706356812E1,5.250806789E1
6.993330167E0,-1.836331177E1,-1.431796265E1,-4.696105957E1,5.241713832E1
7.003303167E0,-1.844911194E1,-1.450748444E1,-4.694256592E1,5.248277175E1
7.013277167E0,-1.814756775E1,-1.485753632E1,-4.652508545E1,5.210243926E1
7.023250167E0,-1.815202332E1,-1.483638000E1,-4.679791260E1,5.234174955E1
7.033223167E0,-1.828784943E1,-1.481964874E1,-4.695092773E1,5.252101523E1
7.043196167E0,-1.800321198E1,-1.502084351E1,-4.678628540E1,5.233257000E1
7.053169167E0,-1.791632843E1,-1.503553009E1,-4.637893677E1,5.194292796E1
7.063143167E0,-1.784243011E1,-1.536218262E1,-4.634738159E1,5.198488961E1
7.073116167E0,-1.771746826E1,-1.563754272E1,-4.623565674E1,5.192472800E1
7.083089167E0,-1.762247467E1,-1.580480194E1,-4.639718628E1,5.208687236E1
7.093062167E0,-1.761320496E1,-1.608963013E1,-4.657080078E1,5.232533489E1
7.103036167E0,-1.757083893E1,-1.590820312E1,-4.665518188E1,5.233078734E1
7.113009167E0,-1.767556000E1,-1.621782684E1,-4.642263794E1,5.225423085E1
7.122982167E0,-1.772876740E1,-1.624504852E1,-4.649856567E1,5.234813659E1
7.132955167E0,-1.773377228E1,-1.637136078E1,-4.640835571E1,5.230911596E1
7.142928167E0,-1.755374146E1,-1.632879639E1,-4.636047363E1,5.219249894E1
7.152902167E0,-1.732875061E1,-1.643460083E1,-4.638214111E1,5.216976822E1
7.162875167E0,-1.745570374E1,-1.638785553E1,-4.665109253E1,5.243651243E1
7.172848167E0,-1.743425751E1,-1.659297943E1,-4.626959229E1,5.215510973E1
7.182821167E0,-1.727767181E1,-1.660484314E1,-4.663446045E1,5.243101811E1
7.192795167E0,-1.697760010E1,-1.720642090E1,-4.655587769E1,5.245712127E1
7.202768167E0,-1.712723541E1,-1.729502106E1,-4.651748657E1,5.250082383E1
7.212741167E0,-1.710044098E1,-1.714144135E1,-4.687619019E1,5.276012983E1
7.222714167E0,-1.702303314E1,-1.722982788E1,-4.678878784E1,5.268625337E1
7.232687167E0,-1.687875366E1,-1.711408997E1,-4.668408203E1,5.250893177E1
7.242661167E0,-1.653593445E1,-1.730179596E1,-4.683224487E1,5.259323560E1
7.252634167E0,-1.634058380E1,-1.765110016E1,-4.645050049E1,5.230893816E1
7.262607167E0,-1.628134918E1,-1.773725128E1,-4.647549438E1,5.234179967E1
7.272580167E0,-1.621894073E1,-1.771694946E1,-4.677157593E1,5.257874715E1
7.282553167E0,-1.616662598E1,-1.796531677E1,-4.649212646E1,5.239876168E1
7.292527167E0,-1.631922150E1,-1.810900879E1,-4.627883911E1,5.230663571E1
7.302500167E0,-1.615953827E1,-1.829635620E1,-4.611679077E1,5.217897774E1
7.312473167E0,-1.605480194E1,-1.842565155E1,-4.647207642E1,5.250633473E1
7.322446167E0,-1.540088654E1,-1.866794586E1,-4.640039062E1,5.233235862E1
7.332420167E0,-1.529366302E1,-1.874056244E1,-4.660348511E1,5.250704366E1
7.342393167E0,-1.545113373E1,-1.880674744E1,-4.639318848E1,5.239044970E1
7.352366167E0,-1.514205170E1,-1.879768372E1,-4.677798462E1,5.263852665E1
7.362339167E0,-1.506150818E1,-1.897003937E1,-4.676824951E1,5.266859201E1
7.372312167E0,-1.493966675E1,-1.943689728E1,-4.642065430E1,5.249632143E1
7.382286167E0,-1.507408905E1,-1.918321991E1,-4.625912476E1,5.229847713E1
7.392259167E0,-1.487254333E1,-1.926800537E1,-4.619671631E1,5.221671355E1
7.402232167E0,-1.494719696E1,-1.974140167E1,-4.638989258E1,5.258482453E1
7.412205167E0,-1.492062378E1,-1.977318573E1,-4.658932495E1,5.276522612E1
7.422178167E0,-1.480152130E1,-1.993946838E1,-4.664358521E1,5.284213729E1
7.432152167E0,-1.475371552E1,-1.984580231E1,-4.683071899E1,5.295889191E1
7.442125167E0,-1.479177094E1,-1.991680908E1,-4.704370117E1,5.318444877E1
7.452098167E0,-1.446968842E1,-2.036126709E1,-4.675784302E1,5.301178137E1
7.462071167E0,-1.464428711E1,-2.057282257E1,-4.652658081E1,5.293787770E1
7.472045167E0,-1.453578949E1,-2.051180267E1,-4.637887573E1,5.275436796E1
7.482018167E0,-1.452100372E1,-2.077589417E1,-4.636386108E1,5.284037227E1
7.491991167E0,-1.443904877E1,-2.093942261E1,-4.658728027E1,5.307843471E1
7.501964167E0,-1.411486053E1,-2.103304291E1,-4.672091675E1,5.314567004E1
7.511937167E0,-1.399005127E1,-2.136746216E1,-4.677566528E1,5.329402252E1
7.521911167E0,-1.372792816E1,-2.138272095E1,-4.667907715E1,5.314708844E1
7.531884167E0,-1.392891693E1,-2.189941406E1,-4.679779053E1,5.351291677E1
7.541857167E0,-1.365573883E1,-2.192583466E1,-4.680456543E1,5.345922534E1
7.551830167E0,-1.346152496E1,-2.196754456E1,-4.650228882E1,5.316247298E1
7.561803167E0,-1.344296265E1,-2.206326294E1,-4.634216309E1,5.305748671E1
7.571777167E0,-1.349732208E1,-2.223023987E1,-4.641943359E1,5.320831780E1
7.581750167E0,-1.358689117E1,-2.236270905E1,-4.694674683E1,5.374654784E1
7.591723167E0,-1.343620300E1,-2.234519196E1,-4.683370972E1,5.360257009E1
7.601696167E0,-1.330167389E1,-2.241938019E1,-4.666705322E1,5.345443848E1
7.611670167E0,-1.323940277E1,-2.259245300E1,-4.671173096E1,5.355078456E1
7.621643167E0,-1.323771667E1,-2.270320129E1,-4.687246704E1,5.373733021E1
7.631616167E0,-1.321277618E1,-2.309260559E1,-4.722720337E1,5.420566968E1
7.641589167E0,-1.314173126E1,-2.319889069E1,-4.672467041E1,5.379673275E1
7.651562167E0,-1.286270142E1,-2.329029083E1,-4.640368652E1,5.349008186E1
7.661536167E0,-1.272936249E1,-2.321072388E1,-4.646688843E1,5.347846382E1
7.671509167E0,-1.309065247E1,-2.356513977E1,-4.651165771E1,5.375886250E1
7.681482167E0,-1.274134064E1,-2.334785461E1,-4.650323486E1,5.357252028E1
7.691455167E0,-1.273853302E1,-2.361583710E1,-4.646356201E1,5.365482812E1
7.701428167E0,-1.267896271E1,-2.372641754E1,-4.633230591E1,5.357594195E1
7.711402167E0,-1.265764618E1,-2.394477844E1,-4.623477173E1,5.358378988E1
7.721375167E0,-1.265482330E1,-2.404823303E1,-4.656115723E1,5.391106962E1
7.731348167E0,-1.245915222E1,-2.394123840E1,-4.683163452E1,5.405196909E1
7.741321167E0,-1.227306366E1,-2.386275482E1,-4.674691772E1,5.390114541E1
7.751294167E0,-1.229125214E1,-2.402275085E1,-4.655917358E1,5.381379082E1
7.761268167E0,-1.219811249E1,-2.429217529E1,-4.641998291E1,5.379329458E1
7.771241167E0,-1.207727051E1,-2.439559174E1,-4.598043823E1,5.343412822E1
7.781214167E0,-1.180103302E1,-2.440634155E1,-4.621765137E1,5.358176169E1
7.791187167E0,-1.182212830E1,-2.408197021E1,-4.602859497E1,5.327603178E1
7.801161167E0,-1.131699371E1,-2.437630463E1,-4.588546753E1,5.317663683E1
7.811134167E0,-1.152691650E1,-2.461610413E1,-4.592388916E1,5.336502583E1
7.821107583E0,-1.154372406E1,-2.472126007E1,-4.551702881E1,5.306786387E1
7.831080583E0,-1.152865601E1,-2.489565277E1,-4.565859985E1,5.326735564E1
7.841053583E0,-1.159043121E1,-2.525855255E1,-4.580670166E1,5.357785447E1
7.851027583E0,-1.152523804E1,-2.529233551E1,-4.589428711E1,5.365462642E1
7.861000583E0,-1.137689972E1,-2.532093811E1,-4.605358887E1,5.377282587E1
7.870973583E0,-1.110613251E1,-2.544514465E1,-4.593472290E1,5.367308761E1
7.880946583E0,-1.105556488E1,-2.576429749E1,-4.608020020E1,5.393894131E1
7.890919583E0,-1.101429749E1,-2.574586487E1,-4.581307983E1,5.369359916E1
7.900893583E0,-1.083078003E1,-2.591026306E1,-4.559658813E1,5.355087653E1
7.910866583E0,-1.071244049E1,-2.607533264E1,-4.585079956E1,5.382355594E1
7.920839583E0,-1.042040253E1,-2.589963531E1,-4.547747803E1,5.336269208E1
7.930812583E0,-1.022557831E1,-2.615608215E1,-4.570214844E1,5.364130365E1
7.940786583E0,-1.016645050E1,-2.604943085E1,-4.564736938E1,5.353141036E1
7.950759583E0,-9.891571045E0,-2.631823730E1,-4.555627441E1,5.353379242E1
7.960732583E0,-9.623268127E0,-2.619953156E1,-4.577798462E1,5.361573108E1
7.970705583E0,-9.387550354E0,-2.629496002E1,-4.570629883E1,5.355946953E1
7.980678583E0,-9.070030212E0,-2.640493011E1,-4.536322021E1,5.326638274E1
7.990652583E0,-8.795532227E0,-2.631262207E1,-4.564102173E1,5.341178083E1
8.000625583E0,-8.524833679E0,-2.642819214E1,-4.583221436E1,5.358837562E1
8.010598583E0,-8.359779358E0,-2.629471588E1,-4.589407349E1,5.354964029E1
8.020571583E0,-8.080238342E0,-2.666049957E1,-4.596630859E1,5.374917688E1
8.030544583E0,-7.717102051E0,-2.647417450E1,-4.589688110E1,5.354399382E1
8.040518583E0,-7.253082275E0,-2.674302673E1,-4.556085205E1,5.332530282E1
8.050491583E0,-6.844856262E0,-2.699581146E1,-4.547207642E1,5.332293716E1
8.060464583E0,-6.880897522E0,-2.706639099E1,-4.577041626E1,5.361778881E1
8.070437583E0,-6.367858887E0,-2.718071747E1,-4.554568481E1,5.342050575E1
8.080410583E0,-6.042716980E0,-2.733561707E1,-4.593914795E1,5.379735777E1
8.090384583E0,-5.666687012E0,-2.713541412E1,-4.547149658E1,5.325503772E1
8.100357583E0,-5.394836426E0,-2.759358215E1,-4.562872314E1,5.359561934E1
8.110330583E0,-5.238456726E0,-2.759000397E1,-4.546945190E1,5.344268710E1
8.120303583E0,-4.812377930E0,-2.768135071E1,-4.577465820E1,5.370973368E1
8.130277583E0,-4.223670959E0,-2.772606659E1,-4.573205566E1,5.364694847E1
8.140250583E0,-4.066932678E0,-2.785208893E1,-4.579315186E1,5.375213071E1
8.150223583E0,-3.550003052E0,-2.797680664E1,-4.585867310E1,5.383606718E1
8.160196583E0,-3.033271790E0,-2.802450562E1,-4.557977295E1,5.359187769E1
8.170169583E0,-2.484413147E0,-2.802777863E1,-4.573764038E1,5.369972468E1
8.180143583E0,-2.310714722E0,-2.802273560E1,-4.576300049E1,5.371094233E1
8.190116583E0,-1.941459656E0,-2.801025391E1,-4.539947510E1,5.338029532E1
8.200089583E0,-1.468727112E0,-2.811735535E1,-4.579736328E1,5.376003455E1
8.210062583E0,-1.091224670E0,-2.820797729E1,-4.569903564E1,5.371482675E1
8.220035583E0,-6.464614868E-1,-2.815736389E1,-4.587121582E1,5.382772050E1
8.230009583E0,-3.104095459E-1,-2.815101624E1,-4.574636841E1,5.371504716E1
8.239982583E0,1.129226685E-1,-2.804599762E1,-4.542437744E1,5.338506158E1
8.249955583E0,5.426177979E-1,-2.801828003E1,-4.541650391E1,5.336644336E1
8.259928583E0,1.105598450E0,-2.814897919E1,-4.560977173E1,5.360819578E1
8.269901583E0,1.105598450E0,-2.814897919E1,-4.560977173E1,5.360819578E1
8.279875583E0,1.907463074E0,-2.792590332E1,-4.568417358E1,5.357740389E1
8.289848583E0,2.300270081E0,-2.791522980E1,-4.545440674E1,5.339151982E1
8.299821583E0,2.455917358E0,-2.764084625E1,-4.522500610E1,5.305986326E1
8.309794583E0,2.983947754E0,-2.759249115E1,-4.563076782E1,5.340801891E1
8.319768583E0,3.523086548E0,-2.750756836E1,-4.547012329E1,5.325984010E1
8.329741583E0,4.038154602E0,-2.741088867E1,-4.544488525E1,5.322500452E1
8.339714583E0,4.618370056E0,-2.681561279E1,-4.593194580E1,5.338679684E1
8.349687583E0,4.998855591E0,-2.672630310E1,-4.611962891E1,5.353787449E1
8.359660583E0,5.283203125E0,-2.652925110E1,-4.599142456E1,5.335657909E1
8.369634583E0,5.600807190E0,-2.644759369E1,-4.616619873E1,5.349917904E1
8.379607583E0,6.078750610E0,-2.614979553E1,-4.664266968E1,5.381729880E1
8.389580583E0,6.499351501E0,-2.577456665E1,-4.632675171E1,5.341102676E1
8.399553583E0,6.998413086E0,-2.573595428E1,-4.623956299E1,5.337990553E1
8.409526583E0,7.376502991E0,-2.550873566E1,-4.586154175E1,5.299423933E1
8.419500583E0,7.819129944E0,-2.549365234E1,-4.624053955E1,5.337839077E1
8.429473583E0,8.008049011E0,-2.563719940E1,-4.671606445E1,5.388678428E1
8.439446583E0,8.120338440E0,-2.537812042E1,-4.645803833E1,5.355686901E1
8.449419583E0,8.540267944E0,-2.536529541E1,-4.606381226E1,5.327484573E1
8.459393583E0,8.957939148E0,-2.515583038E1,-4.628903198E1,5.343907707E1
8.469366583E0,9.273658752E0,-2.512554932E1,-4.578012085E1,5.303879184E1
8.479339583E0,9.675231934E0,-2.458014679E1,-4.605703735E1,5.309467411E1
8.489312583E0,9.748405457E0,-2.458581543E1,-4.611175537E1,5.315813872E1
8.499285583E0,1.029738617E1,-2.436051178E1,-4.622097778E1,5.325269461E1
8.509259583E0,1.031311798E1,-2.442408752E1,-4.610601807E1,5.318516105E1
8.519232583E0,1.078172302E1,-2.416563416E1,-4.629611206E1,5.332497930E1
8.529205583E0,1.113484192E1,-2.386356354E1,-4.639840698E1,5.335041274E1
8.539178583E0,1.177132416E1,-2.372226715E1,-4.604772949E1,5.311970842E1
8.549151583E0,1.184884644E1,-2.348697662E1,-4.625305176E1,5.321069469E1
8.559125583E0,1.224482727E1,-2.354754639E1,-4.625778198E1,5.333108971E1
8.569098583E0,1.230310822E1,-2.335474396E1,-4.612216187E1,5.314192650E1
8.579071583E0,1.255215454E1,-2.328450012E1,-4.619631958E1,5.323367799E1
8.589044583E0,1.275354004E1,-2.323876953E1,-4.638220215E1,5.342285905E1
8.599017583E0,1.298800659E1,-2.296901703E1,-4.651971436E1,5.348222024E1
8.608991583E0,1.320788574E1,-2.275619507E1,-4.622634888E1,5.318992377E1
8.618964583E0,1.329127502E1,-2.262915802E1,-4.657562256E1,5.346050319E1
8.628937583E0,1.359981537E1,-2.236588287E1,-4.622915649E1,5.312553628E1
8.638910583E0,1.382774353E1,-2.224436951E1,-4.654174805E1,5.340555006E1
8.648883583E0,1.402621460E1,-2.204075623E1,-4.621514893E1,5.308831907E1
8.658857583E0,1.416480255E1,-2.200856781E1,-4.657788086E1,5.342768640E1
8.668830583E0,1.439502716E1,-2.188571167E1,-4.674008179E1,5.358018690E1
8.678803583E0,1.477071381E1,-2.146292877E1,-4.654486084E1,5.334093520E1
8.688776583E0,1.488481140E1,-2.154676056E1,-4.689453125E1,5.371142860E1
8.698750583E0,1.508198547E1,-2.117481232E1,-4.692956543E1,5.364907337E1
8.708723583E0,1.532055664E1,-2.100711823E1,-4.655517578E1,5.332356762E1
8.718696583E0,1.558442688E1,-2.078650665E1,-4.665341187E1,5.339938257E1
8.728669583E0,1.549343872E1,-2.047682953E1,-4.633673096E1,5.297584192E1
8.738642583E0,1.554286957E1,-2.040768433E1,-4.600823975E1,5.267648905E1
8.748616583E0,1.578779602E1,-1.996677399E1,-4.597640991E1,5.255241988E1
8.758589583E0,1.603706360E1,-1.972560883E1,-4.638967896E1,5.289885978E1
8.768562583E0,1.615092468E1,-1.963116455E1,-4.630029297E1,5.281999734E1
8.778535583E0,1.654196930E1,-1.950186157E1,-4.660916138E1,5.316364620E1
8.788508583E0,1.661400604E1,-1.930890656E1,-4.653634644E1,5.305177291E1
8.798482583E0,1.685372925E1,-1.894268799E1,-4.652734375E1,5.298742619E1
8.808455583E0,1.705297852E1,-1.907068634E1,-4.623773193E1,5.284338188E1
8.818428583E0,1.721086884E1,-1.889541626E1,-4.667492676E1,5.321465540E1
8.828398292E0,1.759785461E1,-1.881314850E1,-4.647122192E1,5.313373232E1
8.838372292E0,1.769210052E1,-1.868726349E1,-4.666650391E1,5.329152676E1
8.848345292E0,1.788144684E1,-1.860458374E1,-4.671350098E1,5.336691719E1
8.858318292E0,1.806897736E1,-1.834353638E1,-4.659732056E1,5.323798975E1
8.868291292E0,1.818974304E1,-1.825605011E1,-4.643823242E1,5.310988183E1
8.878264292E0,1.835509491E1,-1.832376099E1,-4.587261963E1,5.269693499E1
8.888238292E0,1.842484283E1,-1.811463928E1,-4.607415771E1,5.282464386E1
8.898211292E0,1.840741730E1,-1.779523468E1,-4.634082031E1,5.294313002E1
8.908184292E0,1.864147186E1,-1.777048492E1,-4.627377319E1,5.295806542E1
8.918157292E0,1.888875580E1,-1.770893860E1,-4.614215088E1,5.291020402E1
8.928130292E0,1.924092102E1,-1.730565643E1,-4.617709351E1,5.293413597E1
8.938104292E0,1.916718292E1,-1.715000153E1,-4.601675415E1,5.271664932E1
8.948077292E0,1.919278717E1,-1.720137024E1,-4.598806763E1,5.271766859E1
8.958050292E0,1.951359558E1,-1.689586639E1,-4.611608887E1,5.284831470E1
8.968023292E0,1.962248230E1,-1.665270996E1,-4.630651855E1,5.297780876E1
8.977996292E0,1.990676880E1,-1.670641327E1,-4.632412720E1,5.311599052E1
8.987970292E0,2.010836792E1,-1.646603394E1,-4.611218262E1,5.293212748E1
8.997943292E0,1.997236633E1,-1.640386963E1,-4.617507935E1,5.291616302E1
9.007916292E0,2.027292633E1,-1.620585632E1,-4.603512573E1,5.284746089E1
9.017889292E0,2.029303741E1,-1.586996460E1,-4.597332764E1,5.269924096E1
9.027862292E0,2.030784607E1,-1.573932648E1,-4.604421997E1,5.272765121E1
9.037836292E0,2.013404083E1,-1.613568878E1,-4.597729492E1,5.272240227E1
9.047809292E0,2.033377838E1,-1.602512360E1,-4.631591797E1,5.306063877E1
9.057782292E0,2.060608673E1,-1.574311066E1,-4.586859131E1,5.269140359E1
9.067755292E0,2.098186493E1,-1.558544159E1,-4.589071655E1,5.281195424E1
9.077729292E0,2.114093781E1,-1.506982422E1,-4.566656494E1,5.253069585E1
9.087702292E0,2.107237244E1,-1.478196716E1,-4.568252563E1,5.243514644E1
9.097675292E0,2.108707428E1,-1.467689514E1,-4.530468750E1,5.208253702E1
9.107648292E0,2.117376709E1,-1.437100220E1,-4.543765259E1,5.214819642E1
9.117621292E0,2.118471527E1,-1.414072418E1,-4.555126953E1,5.218879571E1
9.127595292E0,2.134907532E1,-1.392232513E1,-4.567449951E1,5.230462752E1
9.137568292E0,2.131919098E1,-1.364175415E1,-4.549908447E1,5.206507513E1
9.147541292E0,2.152033234E1,-1.344551086E1,-4.577835083E1,5.234084324E1
9.157514292E0,2.151827240E1,-1.343789673E1,-4.578991699E1,5.234815769E1
9.167487292E0,2.165859222E1,-1.333650208E1,-4.572085571E1,5.231972431E1
9.177461292E0,2.159758759E1,-1.327746582E1,-4.531561279E1,5.192544319E1
9.187434292E0,2.169270325E1,-1.303910065E1,-4.545239258E1,5.202414354E1
9.197407292E0,2.182903290E1,-1.312533569E1,-4.583789062E1,5.243942535E1
9.207380292E0,2.180133057E1,-1.298191833E1,-4.574871826E1,5.231418011E1
9.217353292E0,2.167847443E1,-1.288885498E1,-4.565032959E1,5.215392054E1
9.227327292E0,2.187172699E1,-1.279943848E1,-4.603625488E1,5.255030762E1
9.237300292E0,2.237605286E1,-1.243851471E1,-4.564065552E1,5.233042925E1
9.247273292E0,2.223866272E1,-1.219355011E1,-4.577593994E1,5.233237489E1
9.257246292E0,2.262116241E1,-1.201725769E1,-4.608502197E1,5.272533283E1
9.267220292E0,2.251361084E1,-1.188671875E1,-4.584011841E1,5.243541944E1
9.277193292E0,2.236598206E1,-1.139886475E1,-4.586849976E1,5.228853164E1
9.287166292E0,2.251448059E1,-1.116098785E1,-4.600915527E1,5.242434411E1
9.297139292E0,2.248242950E1,-1.105745697E1,-4.575018311E1,5.216134819E1
9.307112292E0,2.251744080E1,-1.106546021E1,-4.546551514E1,5.192872631E1
9.317086292E0,2.261624146E1,-1.061434174E1,-4.561215210E1,5.200602895E1
9.327059292E0,2.270571136E1,-1.027988434E1,-4.571731567E1,5.207012870E1
9.337032292E0,2.263896179E1,-1.019839478E1,-4.579330444E1,5.209180913E1
9.347005292E0,2.280683899E1,-1.027994537E1,-4.586224365E1,5.224150241E1
9.356978292E0,2.298436737E1,-1.005508423E1,-4.584234619E1,5.225807657E1
9.366952292E0,2.300848389E1,-9.775169373E0,-4.559585571E1,5.199929158E1
9.376925292E0,2.310148621E1,-9.688766479E0,-4.564422607E1,5.206674788E1
9.386898292E0,2.323226166E1,-9.687789917E0,-4.556771851E1,5.205773934E1
9.396871292E0,2.326731873E1,-9.596038818E0,-4.568356323E1,5.215783768E1
9.406844292E0,2.319296265E1,-9.451484680E0,-4.557733154E1,5.200516541E1
9.416818292E0,2.335704803E1,-9.194740295E0,-4.530886841E1,5.179757232E1
9.426791292E0,2.359264374E1,-9.123283386E0,-4.554644775E1,5.209919425E1
9.436764292E0,2.340755463E1,-8.796669006E0,-4.532208252E1,5.176278744E1
9.446737292E0,2.347171021E1,-8.569190979E0,-4.542422485E1,5.184315208E1
9.456710292E0,2.347910309E1,-8.618453979E0,-4.516717529E1,5.162964027E1
9.466684292E0,2.327822876E1,-8.451568604E0,-4.560864258E1,5.189848961E1
9.476657292E0,2.356353760E1,-7.921546936E0,-4.558975220E1,5.192703261E1
9.486630292E0,2.328819275E1,-7.765327454E0,-4.613214111E1,5.225719736E1
9.496603292E0,2.339145660E1,-7.458610535E0,-4.577624512E1,5.194473727E1
9.506577292E0,2.327208710E1,-7.146881104E0,-4.587316895E1,5.193279866E1
9.516550292E0,2.324149323E1,-7.098243713E0,-4.571649170E1,5.177402519E1
9.526523292E0,2.321012878E1,-7.053695679E0,-4.595431519E1,5.196406244E1
9.536496292E0,2.313314056E1,-6.526359558E0,-4.601940918E1,5.191841275E1
9.546469292E0,2.318575287E1,-6.038635254E0,-4.592315674E1,5.179749585E1
9.556443292E0,2.312926483E1,-5.437889099E0,-4.612127686E1,5.188165098E1
9.566416292E0,2.342588806E1,-5.394401550E0,-4.609429932E1,5.198611573E1
9.576389292E0,2.355386353E1,-4.888114929E0,-4.593380737E1,5.185164235E1
9.586362292E0,2.349354553E1,-4.595405579E0,-4.637139893E1,5.218592792E1
9.596335292E0,2.352367401E1,-4.475616455E0,-4.611892700E1,5.196489016E1
9.606309292E0,2.357765961E1,-3.804397583E0,-4.588833618E1,5.173121757E1
9.616282292E0,2.348054504E1,-3.721366882E0,-4.591329956E1,5.170314926E1
9.626255292E0,2.373303223E1,-3.342071533E0,-4.617605591E1,5.202551682E1
9.636228292E0,2.370001984E1,-3.151069641E0,-4.596292114E1,5.180936498E1
9.646201292E0,2.362751770E1,-2.759414673E0,-4.648699951E1,5.221987252E1
9.656175292E0,2.376326752E1,-2.574844360E0,-4.660116577E1,5.237357500E1
9.666148292E0,2.373479462E1,-2.245521545E0,-4.636044312E1,5.213131044E1
9.676121292E0,2.377474976E1,-1.638748169E0,-4.613189697E1,5.192375314E1
9.686094292E0,2.367354584E1,-1.450111389E0,-4.616711426E1,5.190319869E1
9.696067292E0,2.369301605E1,-1.078094482E0,-4.616461182E1,5.190079654E1
9.706041292E0,2.341638947E1,-9.433441162E-1,-4.605734253E1,5.167684196E1
9.716014292E0,2.344167328E1,-4.409103394E-1,-4.630529785E1,5.190266908E1
9.725987292E0,2.353440857E1,-1.231536865E-1,-4.654074097E1,5.215289180E1
9.735960292E0,2.346067047E1,1.662216187E-1,-4.646420288E1,5.205144415E1
9.745933292E0,2.343567657E1,6.702346802E-1,-4.664212036E1,5.220313729E1
9.755907292E0,2.338925934E1,8.522796631E-1,-4.639407349E1,5.196338988E1
9.765880292E0,2.331562805E1,1.346771240E0,-4.630972290E1,5.186542913E1
9.775853292E0,2.318058777E1,1.731719971E0,-4.618740845E1,5.170701309E1
9.785826292E0,2.287693787E1,2.083305359E0,-4.666937256E1,5.201658180E1
9.795800292E0,2.266990662E1,2.436111450E0,-4.647763062E1,5.176900088E1
9.805773292E0,2.258613586E1,2.600196838E0,-4.636975098E1,5.164347357E1
9.815746292E0,2.269789124E1,3.258811951E0,-4.655841064E1,5.189893760E1
9.825718167E0,2.236768341E1,3.722404480E0,-4.626879883E1,5.152641363E1
9.835691167E0,2.214823151E1,3.870231628E0,-4.638995361E1,5.155143691E1
9.845665167E0,2.202686310E1,4.177246094E0,-4.632461548E1,5.146457113E1
9.855638167E0,2.202642059E1,4.388839722E0,-4.640957642E1,5.155845131E1
9.865611167E0,2.185205078E1,4.585189819E0,-4.639505005E1,5.148821960E1
9.875584167E0,2.150159454E1,5.006782532E0,-4.652465820E1,5.149689564E1
9.885557167E0,2.131730652E1,5.093650818E0,-4.618923950E1,5.112551889E1
